id,nat_dex,name,type1,type2,is_mega,is_gmax,is_legend,is_mythical,is_ultra_beast,generation,color,shape
410,255,torchic_backside,fire,,False,False,False,False,False,3,red,headleg
411,255,torchic_female_backside,fire,,False,False,False,False,False,3,red,headleg
412,256,combusken,fire,fighting,False,False,False,False,False,3,red,bipedtail
413,256,combusken_female,fire,fighting,False,False,False,False,False,3,red,bipedtail
414,257,blaziken,fire,fighting,False,False,False,False,False,3,red,bipedtail
415,257,blaziken_female,fire,fighting,False,False,False,False,False,3,red,bipedtail
416,257,blaziken_mega,fire,fighting,True,False,False,False,False,6,red,bipedtail
417,258,mudkip,water,,False,False,False,False,False,3,blue,quadruped
418,259,marshtomp,water,ground,False,False,False,False,False,3,blue,bipedtail
419,260,swampert,water,ground,False,False,False,False,False,3,blue,bipedtail
420,260,swampert_mega,water,ground,True,False,False,False,False,6,blue,bipedtail
421,261,poochyena,dark,,False,False,False,False,False,3,gray,quadruped
422,262,mightyena,dark,,False,False,False,False,False,3,gray,quadruped
423,263,zigzagoon,normal,,False,False,False,False,False,3,brown,quadruped
424,263,zigzagoon_galar,dark,normal,False,False,False,False,False,8,white,quadruped
425,264,linoone,normal,,False,False,False,False,False,3,white,quadruped
426,264,linoone_galar,dark,normal,False,False,False,False,False,8,white,quadruped
427,265,wurmple,bug,,False,False,False,False,False,3,red,insectoid
428,266,silcoon,bug,,False,False,False,False,False,3,white,head
429,267,beautifly,bug,flying,False,False,False,False,False,3,yellow,fourwings
430,267,beautifly_female,bug,flying,False,False,False,False,False,3,yellow,fourwings
431,268,cascoon,bug,,False,False,False,False,False,3,purple,head
432,269,dustox,bug,poison,False,False,False,False,False,3,green,fourwings
433,269,dustox_female,bug,poison,False,False,False,False,False,3,green,fourwings
434,270,lotad,water,grass,False,False,False,False,False,3,green,insectoid
435,271,lombre,water,grass,False,False,False,False,False,3,green,biped
436,272,ludicolo,water,grass,False,False,False,False,False,3,green,biped
437,272,ludicolo_female,water,grass,False,False,False,False,False,3,green,biped
438,273,seedot,grass,,False,False,False,False,False,3,brown,headleg
439,274,nuzleaf,grass,dark,False,False,False,False,False,3,brown,biped
440,274,nuzleaf_female,grass,dark,False,False,False,False,False,3,brown,biped
441,275,shiftry,grass,dark,False,False,False,False,False,3,brown,biped
442,275,shiftry_female,grass,dark,False,False,False,False,False,3,brown,biped
443,276,taillow,normal,flying,False,False,False,False,False,3,blue,twowings
444,277,swellow,normal,flying,False,False,False,False,False,3,blue,twowings
445,278,wingull,water,flying,False,False,False,False,False,3,white,twowings
446,279,pelipper,water,flying,False,False,False,False,False,3,yellow,twowings
447,280,ralts,psychic,fairy,False,False,False,False,False,3,white,biped
448,281,kirlia,psychic,fairy,False,False,False,False,False,3,white,biped
449,282,gardevoir,psychic,fairy,False,False,False,False,False,3,white,biped
450,282,gardevoir_mega,psychic,fairy,True,False,False,False,False,6,white,biped
451,283,surskit,bug,water,False,False,False,False,False,3,blue,insectoid
452,284,masquerain,bug,flying,False,False,False,False,False,3,blue,fourwings
453,285,shroomish,grass,,False,False,False,False,False,3,brown,headleg
454,286,breloom,grass,fighting,False,False,False,False,False,3,green,bipedtail
455,287,slakoth,normal,,False,False,False,False,False,3,brown,quadruped
456,288,vigoroth,normal,,False,False,False,False,False,3,white,bipedtail
457,289,slaking,normal,,False,False,False,False,False,3,brown,biped
458,290,nincada,bug,ground,False,False,False,False,False,3,gray,insectoid
459,291,ninjask,bug,flying,False,False,False,False,False,3,yellow,fourwings
460,292,shedinja,bug,ghost,False,False,False,False,False,3,brown,headbase
461,293,whismur,normal,,False,False,False,False,False,3,pink,bipedtail
462,294,loudred,normal,,False,False,False,False,False,3,blue,bipedtail
463,295,exploud,normal,,False,False,False,False,False,3,blue,bipedtail
464,296,makuhita,fighting,,False,False,False,False,False,3,yellow,biped
465,297,hariyama,fighting,,False,False,False,False,False,3,brown,biped
466,298,azurill,normal,fairy,False,False,False,False,False,3,blue,headleg
467,299,nosepass,rock,,False,False,False,False,False,3,gray,biped
468,300,skitty,normal,,False,False,False,False,False,3,pink,quadruped
469,301,delcatty,normal,,False,False,False,False,False,3,purple,quadruped
470,302,sableye,dark,ghost,False,False,False,False,False,3,purple,biped
471,302,sableye_mega,dark,ghost,True,False,False,False,False,6,purple,biped
472,303,mawile,steel,fairy,False,False,False,False,False,3,black,biped
473,303,mawile_mega,steel,fairy,True,False,False,False,False,6,black,biped
474,304,aron,steel,rock,False,False,False,False,False,3,gray,quadruped
475,305,lairon,steel,rock,False,False,False,False,False,3,gray,quadruped
476,306,aggron,steel,rock,False,False,False,False,False,3,gray,bipedtail
477,306,aggron_mega,steel,,True,False,False,False,False,6,gray,bipedtail
478,307,meditite,fighting,psychic,False,False,False,False,False,3,blue,biped
479,307,meditite_female,fighting,psychic,False,False,False,False,False,3,blue,biped
480,308,medicham,fighting,psychic,False,False,False,False,False,3,red,biped
481,308,medicham_female,fighting,psychic,False,False,False,False,False,3,red,biped
482,308,medicham_mega,fighting,psychic,True,False,False,False,False,6,red,biped
483,309,electrike,electric,,False,False,False,False,False,3,green,quadruped
484,310,manectric,electric,,False,False,False,False,False,3,yellow,quadruped
485,310,manectric_mega,electric,,True,False,False,False,False,6,yellow,quadruped
486,311,plusle,electric,,False,False,False,False,False,3,yellow,bipedtail
487,312,minun,electric,,False,False,False,False,False,3,yellow,bipedtail
488,313,volbeat,bug,,False,False,False,False,False,3,gray,bipedtail
489,314,illumise,bug,,False,False,False,False,False,3,purple,biped
490,315,roselia,grass,poison,False,False,False,False,False,3,green,biped
491,315,roselia_female,grass,poison,False,False,False,False,False,3,green,biped
492,316,gulpin,poison,,False,False,False,False,False,3,green,headarm
493,316,gulpin_female,poison,,False,False,False,False,False,3,green,headarm
494,317,swalot,poison,,False,False,False,False,False,3,purple,headarm
495,317,swalot_female,poison,,False,False,False,False,False,3,purple,headarm
496,318,carvanha,water,dark,False,False,False,False,False,3,red,fin
497,319,sharpedo,water,dark,False,False,False,False,False,3,blue,fin
498,319,sharpedo_mega,water,dark,True,False,False,False,False,6,blue,fin
499,320,wailmer,water,,False,False,False,False,False,3,blue,fin
500,321,wailord,water,,False,False,False,False,False,3,blue,fin
501,322,numel,fire,ground,False,False,False,False,False,3,yellow,quadruped
502,322,numel_female,fire,ground,False,False,False,False,False,3,yellow,quadruped
503,323,camerupt,fire,ground,False,False,False,False,False,3,red,quadruped
504,323,camerupt_female,fire,ground,False,False,False,False,False,3,red,quadruped
505,323,camerupt_mega,fire,ground,True,False,False,False,False,6,red,quadruped
506,324,torkoal,fire,,False,False,False,False,False,3,brown,quadruped
507,325,spoink,psychic,,False,False,False,False,False,3,black,headarm
508,326,grumpig,psychic,,False,False,False,False,False,3,purple,bipedtail
509,327,spinda,normal,,False,False,False,False,False,3,brown,bipedtail
510,328,trapinch,ground,,False,False,False,False,False,3,brown,insectoid
511,329,vibrava,ground,dragon,False,False,False,False,False,3,green,fourwings
512,330,flygon,ground,dragon,False,False,False,False,False,3,green,twowings
513,331,cacnea,grass,,False,False,False,False,False,3,green,biped
514,332,cacturne,grass,dark,False,False,False,False,False,3,green,biped
515,332,cacturne_female,grass,dark,False,False,False,False,False,3,green,biped
516,333,swablu,normal,flying,False,False,False,False,False,3,blue,twowings
517,334,altaria,dragon,flying,False,False,False,False,False,3,blue,twowings
518,334,altaria_mega,dragon,fairy,True,False,False,False,False,6,blue,twowings
519,335,zangoose,normal,,False,False,False,False,False,3,white,bipedtail
520,336,seviper,poison,,False,False,False,False,False,3,black,snake
521,337,lunatone,rock,psychic,False,False,False,False,False,3,yellow,head
522,338,solrock,rock,psychic,False,False,False,False,False,3,red,head
523,339,barboach,water,ground,False,False,False,False,False,3,gray,fin
524,340,whiscash,water,ground,False,False,False,False,False,3,blue,fin
525,341,corphish,water,,False,False,False,False,False,3,red,insectoid
526,342,crawdaunt,water,dark,False,False,False,False,False,3,red,insectoid
527,343,baltoy,ground,psychic,False,False,False,False,False,3,brown,headarm
528,344,claydol,ground,psychic,False,False,False,False,False,3,black,headarm
529,345,lileep,rock,grass,False,False,False,False,False,3,purple,headbase
530,346,cradily,rock,grass,False,False,False,False,False,3,green,headbase
531,347,anorith,rock,bug,False,False,False,False,False,3,gray,insectoid
532,348,armaldo,rock,bug,False,False,False,False,False,3,gray,bipedtail
533,349,feebas,water,,False,False,False,False,False,3,brown,fin
534,350,milotic,water,,False,False,False,False,False,3,pink,snake
535,350,milotic_female,water,,False,False,False,False,False,3,pink,snake
536,351,castform,normal,,False,False,False,False,False,3,gray,head
537,351,castform_sunny,fire,,False,False,False,False,False,3,red,head
538,351,castform_rainy,water,,False,False,False,False,False,3,blue,head
539,351,castform_snowy,ice,,False,False,False,False,False,3,white,head
540,352,kecleon,normal,,False,False,False,False,False,3,green,bipedtail
541,353,shuppet,ghost,,False,False,False,False,False,3,black,head
542,354,banette,ghost,,False,False,False,False,False,3,black,bipedtail
543,354,banette_mega,ghost,,True,False,False,False,False,6,black,bipedtail
544,355,duskull,ghost,,False,False,False,False,False,3,black,headarm
545,356,dusclops,ghost,,False,False,False,False,False,3,black,biped
546,357,tropius,grass,flying,False,False,False,False,False,3,green,quadruped
547,358,chimecho,psychic,,False,False,False,False,False,3,blue,headarm
548,359,absol,dark,,False,False,False,False,False,3,white,quadruped
549,359,absol_mega,dark,,True,False,False,False,False,6,white,quadruped
550,360,wynaut,psychic,,False,False,False,False,False,3,blue,bipedtail
551,361,snorunt,ice,,False,False,False,False,False,3,gray,biped
552,362,glalie,ice,,False,False,False,False,False,3,gray,head
553,362,glalie_mega,ice,,True,False,False,False,False,6,gray,head
554,363,spheal,ice,water,False,False,False,False,False,3,blue,fin
555,364,sealeo,ice,water,False,False,False,False,False,3,blue,fin
556,365,walrein,ice,water,False,False,False,False,False,3,blue,quadruped
557,366,clamperl,water,,False,False,False,False,False,3,blue,head
558,367,huntail,water,,False,False,False,False,False,3,blue,snake
559,368,gorebyss,water,,False,False,False,False,False,3,pink,snake
560,369,relicanth,water,rock,False,False,False,False,False,3,gray,fin
561,369,relicanth_female,water,rock,False,False,False,False,False,3,gray,fin
562,370,luvdisc,water,,False,False,False,False,False,3,pink,fin
563,371,bagon,dragon,,False,False,False,False,False,3,blue,biped
564,372,shelgon,dragon,,False,False,False,False,False,3,white,quadruped
565,373,salamence,dragon,flying,False,False,False,False,False,3,blue,quadruped
566,373,salamence_mega,dragon,flying,True,False,False,False,False,6,blue,quadruped
567,374,beldum,steel,psychic,False,False,False,False,False,3,blue,headbase
568,375,metang,steel,psychic,False,False,False,False,False,3,blue,headarm
569,376,metagross,steel,psychic,False,False,False,False,False,3,blue,manybodies
570,376,metagross_mega,steel,psychic,True,False,False,False,False,6,blue,manybodies
571,377,regirock,rock,,False,False,True,False,False,3,brown,biped
572,378,regice,ice,,False,False,True,False,False,3,blue,biped
573,379,registeel,steel,,False,False,True,False,False,3,gray,biped
574,380,latias,dragon,psychic,False,False,True,False,False,3,red,twowings
575,380,latias_mega,dragon,psychic,True,False,True,False,False,6,purple,twowings
576,381,latios,dragon,psychic,False,False,True,False,False,3,blue,twowings
577,381,latios_mega,dragon,psychic,True,False,True,False,False,6,purple,twowings
578,382,kyogre,water,,False,False,True,False,False,3,blue,fin
579,382,kyogre_primal,water,,False,False,True,False,False,6,blue,fin
580,383,groudon,ground,,False,False,True,False,False,3,red,bipedtail
581,383,groudon_primal,ground,fire,False,False,True,False,False,6,red,bipedtail
582,384,rayquaza,dragon,flying,False,False,True,False,False,3,green,snake
583,384,rayquaza_mega,dragon,flying,True,False,True,False,False,6,green,snake
584,385,jirachi,steel,psychic,False,False,False,True,False,3,yellow,biped
585,386,deoxys,psychic,,False,False,False,True,False,3,red,biped
586,386,deoxys_attack,psychic,,False,False,False,True,False,3,red,biped
587,386,deoxys_defense,psychic,,False,False,False,True,False,3,red,biped
588,386,deoxys_speed,psychic,,False,False,False,True,False,3,red,biped
589,387,turtwig,grass,,False,False,False,False,False,4,green,quadruped
590,388,grotle,grass,,False,False,False,False,False,4,green,quadruped
591,389,torterra,grass,ground,False,False,False,False,False,4,green,quadruped
592,390,chimchar,fire,,False,False,False,False,False,4,brown,bipedtail
593,391,monferno,fire,fighting,False,False,False,False,False,4,brown,bipedtail
594,392,infernape,fire,fighting,False,False,False,False,False,4,brown,bipedtail
595,393,piplup,water,,False,False,False,False,False,4,blue,biped
596,394,prinplup,water,,False,False,False,False,False,4,blue,bipedtail
597,395,empoleon,water,steel,False,False,False,False,False,4,blue,bipedtail
598,396,starly,normal,flying,False,False,False,False,False,4,brown,twowings
599,396,starly_female,normal,flying,False,False,False,False,False,4,brown,twowings
600,397,staravia,normal,flying,False,False,False,False,False,4,brown,twowings
601,397,staravia_female,normal,flying,False,False,False,False,False,4,brown,twowings
602,398,staraptor,normal,flying,False,False,False,False,False,4,brown,twowings
603,398,staraptor_female,normal,flying,False,False,False,False,False,4,brown,twowings
604,399,bidoof,normal,,False,False,False,False,False,4,brown,quadruped
605,399,bidoof_female,normal,,False,False,False,False,False,4,brown,quadruped
606,399,bidoof_backside,normal,,False,False,False,False,False,4,brown,quadruped
607,399,bidoof_female_backside,normal,,False,False,False,False,False,4,brown,quadruped
608,400,bibarel,normal,water,False,False,False,False,False,4,brown,bipedtail
609,400,bibarel_female,normal,water,False,False,False,False,False,4,brown,bipedtail
610,401,kricketot,bug,,False,False,False,False,False,4,red,biped
611,401,kricketot_female,bug,,False,False,False,False,False,4,red,biped
612,402,kricketune,bug,,False,False,False,False,False,4,red,fourwings
613,402,kricketune_female,bug,,False,False,False,False,False,4,red,fourwings
614,403,shinx,electric,,False,False,False,False,False,4,blue,quadruped
615,403,shinx_female,electric,,False,False,False,False,False,4,blue,quadruped
616,404,luxio,electric,,False,False,False,False,False,4,blue,quadruped
617,404,luxio_female,electric,,False,False,False,False,False,4,blue,quadruped
618,405,luxray,electric,,False,False,False,False,False,4,blue,quadruped
619,405,luxray_female,electric,,False,False,False,False,False,4,blue,quadruped
620,406,budew,grass,poison,False,False,False,False,False,4,green,biped
621,407,roserade,grass,poison,False,False,False,False,False,4,green,biped
622,407,roserade_female,grass,poison,False,False,False,False,False,4,green,biped
623,408,cranidos,rock,,False,False,False,False,False,4,blue,bipedtail
624,409,rampardos,rock,,False,False,False,False,False,4,blue,bipedtail
625,410,shieldon,rock,steel,False,False,False,False,False,4,gray,quadruped
626,411,bastiodon,rock,steel,False,False,False,False,False,4,gray,quadruped
627,412,burmy_plant,bug,,False,False,False,False,False,4,green,headbase
628,412,burmy_sandy,bug,,False,False,False,False,False,4,brown,headbase
629,412,burmy_trash,bug,,False,False,False,False,False,4,red,headbase
630,413,wormadam_plant,bug,grass,False,False,False,False,False,4,green,headbase
631,413,wormadam_sandy,bug,ground,False,False,False,False,False,4,brown,headbase
632,413,wormadam_trash,bug,steel,False,False,False,False,False,4,red,headbase
633,414,mothim,bug,flying,False,False,False,False,False,4,yellow,fourwings
634,415,combee,bug,flying,False,False,False,False,False,4,yellow,manybodies
635,415,combee_female,bug,flying,False,False,False,False,False,4,yellow,manybodies
636,416,vespiquen,bug,flying,False,False,False,False,False,4,yellow,fourwings
637,417,pachirisu,electric,,False,False,False,False,False,4,white,quadruped
638,417,pachirisu_female,electric,,False,False,False,False,False,4,white,quadruped
639,418,buizel,water,,False,False,False,False,False,4,brown,quadruped
640,418,buizel_female,water,,False,False,False,False,False,4,brown,quadruped
641,418,buizel_backside,water,,False,False,False,False,False,4,brown,quadruped
642,418,buizel_female_backside,water,,False,False,False,False,False,4,brown,quadruped
643,419,floatzel,water,,False,False,False,False,False,4,brown,quadruped
644,419,floatzel_female,water,,False,False,False,False,False,4,brown,quadruped
645,419,floatzel_backside,water,,False,False,False,False,False,4,brown,quadruped
646,419,floatzel_female_backside,water,,False,False,False,False,False,4,brown,quadruped
647,420,cherubi,grass,,False,False,False,False,False,4,pink,manybodies
648,421,cherrim,grass,,False,False,False,False,False,4,purple,headleg
649,421,cherrim_sunny,grass,,False,False,False,False,False,4,pink,headleg
650,422,shellos_east,water,,False,False,False,False,False,4,blue,snake
651,422,shellos_west,water,,False,False,False,False,False,4,purple,snake
652,423,gastrodon_east,water,ground,False,False,False,False,False,4,blue,snake
653,423,gastrodon_west,water,ground,False,False,False,False,False,4,purple,snake
654,424,ambipom,normal,,False,False,False,False,False,4,purple,bipedtail
655,424,ambipom_female,normal,,False,False,False,False,False,4,purple,bipedtail
656,425,drifloon,ghost,flying,False,False,False,False,False,4,purple,headarm
657,426,drifblim,ghost,flying,False,False,False,False,False,4,purple,headarm
658,427,buneary,normal,,False,False,False,False,False,4,brown,bipedtail
659,428,lopunny,normal,,False,False,False,False,False,4,brown,bipedtail
660,428,lopunny_mega,normal,,True,False,False,False,False,6,brown,bipedtail
661,429,mismagius,ghost,,False,False,False,False,False,4,purple,head
662,430,honchkrow,dark,flying,False,False,False,False,False,4,black,twowings
663,431,glameow,normal,,False,False,False,False,False,4,gray,quadruped
664,432,purugly,normal,,False,False,False,False,False,4,gray,quadruped
665,433,chingling,psychic,,False,False,False,False,False,4,yellow,biped
666,434,stunky,poison,dark,False,False,False,False,False,4,purple,quadruped
667,435,skuntank,poison,dark,False,False,False,False,False,4,purple,quadruped
668,436,bronzor,steel,psychic,False,False,False,False,False,4,green,head
669,437,bronzong,steel,psychic,False,False,False,False,False,4,green,headarm
670,438,bonsly,rock,,False,False,False,False,False,4,brown,headleg
671,439,mimejr,psychic,fairy,False,False,False,False,False,4,pink,biped
672,440,happiny,normal,,False,False,False,False,False,4,pink,biped
673,441,chatot,normal,flying,False,False,False,False,False,4,black,twowings
674,442,spiritomb,ghost,dark,False,False,False,False,False,4,purple,headbase
675,443,gible,dragon,ground,False,False,False,False,False,4,blue,bipedtail
676,443,gible_female,dragon,ground,False,False,False,False,False,4,blue,bipedtail
677,444,gabite,dragon,ground,False,False,False,False,False,4,blue,bipedtail
678,444,gabite_female,dragon,ground,False,False,False,False,False,4,blue,bipedtail
679,445,garchomp,dragon,ground,False,False,False,False,False,4,blue,bipedtail
680,445,garchomp_female,dragon,ground,False,False,False,False,False,4,blue,bipedtail
681,445,garchomp_mega,dragon,ground,True,False,False,False,False,6,blue,bipedtail
682,446,munchlax,normal,,False,False,False,False,False,4,black,biped
683,447,riolu,fighting,,False,False,False,False,False,4,blue,bipedtail
684,448,lucario,fighting,steel,False,False,False,False,False,4,blue,bipedtail
685,448,lucario_mega,fighting,steel,True,False,False,False,False,6,blue,bipedtail
686,449,hippopotas,ground,,False,False,False,False,False,4,brown,quadruped
687,449,hippopotas_female,ground,,False,False,False,False,False,4,brown,quadruped
688,450,hippowdon,ground,,False,False,False,False,False,4,brown,quadruped
689,450,hippowdon_female,ground,,False,False,False,False,False,4,brown,quadruped
690,451,skorupi,poison,bug,False,False,False,False,False,4,purple,insectoid
691,452,drapion,poison,dark,False,False,False,False,False,4,purple,insectoid
692,453,croagunk,poison,fighting,False,False,False,False,False,4,blue,biped
693,453,croagunk_female,poison,fighting,False,False,False,False,False,4,blue,biped
694,454,toxicroak,poison,fighting,False,False,False,False,False,4,blue,biped
695,454,toxicroak_female,poison,fighting,False,False,False,False,False,4,blue,biped
696,455,carnivine,grass,,False,False,False,False,False,4,green,tentacles
697,456,finneon,water,,False,False,False,False,False,4,blue,fin
698,456,finneon_female,water,,False,False,False,False,False,4,blue,fin
699,457,lumineon,water,,False,False,False,False,False,4,blue,fin
700,457,lumineon_female,water,,False,False,False,False,False,4,blue,fin
701,458,mantyke,water,flying,False,False,False,False,False,4,blue,twowings
702,459,snover,grass,ice,False,False,False,False,False,4,white,bipedtail
703,459,snover_female,grass,ice,False,False,False,False,False,4,white,bipedtail
704,460,abomasnow,grass,ice,False,False,False,False,False,4,white,bipedtail
705,460,abomasnow_female,grass,ice,False,False,False,False,False,4,white,bipedtail
706,460,abomasnow_mega,grass,ice,True,False,False,False,False,6,white,bipedtail
707,461,weavile,dark,ice,False,False,False,False,False,4,black,bipedtail
708,461,weavile_female,dark,ice,False,False,False,False,False,4,black,bipedtail
709,462,magnezone,electric,steel,False,False,False,False,False,4,gray,headarm
710,463,lickilicky,normal,,False,False,False,False,False,4,pink,biped
711,464,rhyperior,ground,rock,False,False,False,False,False,4,gray,bipedtail
712,464,rhyperior_female,ground,rock,False,False,False,False,False,4,gray,bipedtail
713,465,tangrowth,grass,,False,False,False,False,False,4,blue,biped
714,465,tangrowth_female,grass,,False,False,False,False,False,4,blue,biped
715,466,electivire,electric,,False,False,False,False,False,4,yellow,bipedtail
716,467,magmortar,fire,,False,False,False,False,False,4,red,bipedtail
717,468,togekiss,fairy,flying,False,False,False,False,False,4,white,twowings
718,469,yanmega,bug,flying,False,False,False,False,False,4,green,fourwings
719,470,leafeon,grass,,False,False,False,False,False,4,green,quadruped
720,471,glaceon,ice,,False,False,False,False,False,4,blue,quadruped
721,472,gliscor,ground,flying,False,False,False,False,False,4,purple,twowings
722,473,mamoswine,ice,ground,False,False,False,False,False,4,brown,quadruped
723,473,mamoswine_female,ice,ground,False,False,False,False,False,4,brown,quadruped
724,474,porygon-z,normal,,False,False,False,False,False,4,red,headarm
725,475,gallade,psychic,fighting,False,False,False,False,False,4,white,biped
726,475,gallade_mega,psychic,fighting,True,False,False,False,False,6,white,biped
727,476,probopass,rock,steel,False,False,False,False,False,4,gray,manybodies
728,477,dusknoir,ghost,,False,False,False,False,False,4,black,headarm
729,478,froslass,ice,ghost,False,False,False,False,False,4,white,headarm
730,479,rotom,electric,ghost,False,False,False,False,False,4,red,head
731,479,rotom_heat,electric,fire,False,False,False,False,False,4,red,head
732,479,rotom_wash,electric,water,False,False,False,False,False,4,red,head
733,479,rotom_frost,electric,ice,False,False,False,False,False,4,red,head
734,479,rotom_fan,electric,flying,False,False,False,False,False,4,red,head
735,479,rotom_mow,electric,grass,False,False,False,False,False,4,red,head
736,480,uxie,psychic,,False,False,True,False,False,4,yellow,bipedtail
737,481,mesprit,psychic,,False,False,True,False,False,4,pink,bipedtail
738,482,azelf,psychic,,False,False,True,False,False,4,blue,bipedtail
739,483,dialga,steel,dragon,False,False,True,False,False,4,white,quadruped
740,483,dialga_origin,steel,dragon,False,False,True,False,False,4,white,quadruped
741,484,palkia,water,dragon,False,False,True,False,False,4,purple,bipedtail
742,484,palkia_origin,water,dragon,False,False,True,False,False,4,purple,quadruped
743,485,heatran,fire,steel,False,False,True,False,False,4,brown,quadruped
744,486,regigigas,normal,,False,False,True,False,False,4,white,biped
745,487,giratina,ghost,dragon,False,False,True,False,False,4,black,tentacles
746,487,giratina_origin,ghost,dragon,False,False,True,False,False,4,black,snake
747,488,cresselia,psychic,,False,False,True,False,False,4,yellow,snake
748,489,phione,water,,False,False,False,True,False,4,blue,headarm
749,490,manaphy,water,,False,False,False,True,False,4,blue,biped
750,491,darkrai,dark,,False,False,False,True,False,4,black,biped
751,492,shaymin,grass,,False,False,False,True,False,4,green,quadruped
752,492,shaymin_sky,grass,flying,False,False,False,True,False,4,green,quadruped
753,493,arceus,normal,,False,False,False,True,False,4,white,quadruped
754,493,arceus_bug,bug,,False,False,False,True,False,4,white,quadruped
755,493,arceus_dark,dark,,False,False,False,True,False,4,white,quadruped
756,493,arceus_dragon,dragon,,False,False,False,True,False,4,white,quadruped
757,493,arceus_electric,electric,,False,False,False,True,False,4,white,quadruped
758,493,arceus_fairy,fairy,,False,False,False,True,False,4,white,quadruped
759,493,arceus_fighting,fighting,,False,False,False,True,False,4,white,quadruped
760,493,arceus_fire,fire,,False,False,False,True,False,4,white,quadruped
761,493,arceus_flying,flying,,False,False,False,True,False,4,white,quadruped
762,493,arceus_ghost,ghost,,False,False,False,True,False,4,white,quadruped
763,493,arceus_grass,grass,,False,False,False,True,False,4,white,quadruped
764,493,arceus_ground,ground,,False,False,False,True,False,4,white,quadruped
765,493,arceus_ice,ice,,False,False,False,True,False,4,white,quadruped
766,493,arceus_poison,poison,,False,False,False,True,False,4,white,quadruped
767,493,arceus_psychic,psychic,,False,False,False,True,False,4,white,quadruped
768,493,arceus_rock,rock,,False,False,False,True,False,4,white,quadruped
769,493,arceus_steel,steel,,False,False,False,True,False,4,white,quadruped
770,493,arceus_water,water,,False,False,False,True,False,4,white,quadruped
771,494,victini,psychic,fire,False,False,False,True,False,5,yellow,biped
772,495,snivy,grass,,False,False,False,False,False,5,green,bipedtail
773,496,servine,grass,,False,False,False,False,False,5,green,bipedtail
774,497,serperior,grass,,False,False,False,False,False,5,green,snake
775,498,tepig,fire,,False,False,False,False,False,5,red,quadruped
776,499,pignite,fire,fighting,False,False,False,False,False,5,red,bipedtail
777,500,emboar,fire,fighting,False,False,False,False,False,5,red,bipedtail
778,501,oshawott,water,,False,False,False,False,False,5,blue,bipedtail
779,502,dewott,water,,False,False,False,False,False,5,blue,bipedtail
780,503,samurott,water,,False,False,False,False,False,5,blue,quadruped
781,503,samurott_hisui,water,dark,False,False,False,False,False,8,blue,quadruped
782,504,patrat,normal,,False,False,False,False,False,5,brown,quadruped
783,505,watchog,normal,,False,False,False,False,False,5,brown,bipedtail
784,506,lillipup,normal,,False,False,False,False,False,5,brown,quadruped
785,507,herdier,normal,,False,False,False,False,False,5,gray,quadruped
786,508,stoutland,normal,,False,False,False,False,False,5,gray,quadruped
787,509,purrloin,dark,,False,False,False,False,False,5,purple,quadruped
788,510,liepard,dark,,False,False,False,False,False,5,purple,quadruped
789,511,pansage,grass,,False,False,False,False,False,5,green,bipedtail
790,512,simisage,grass,,False,False,False,False,False,5,green,bipedtail
791,513,pansear,fire,,False,False,False,False,False,5,red,bipedtail
792,514,simisear,fire,,False,False,False,False,False,5,red,bipedtail
793,515,panpour,water,,False,False,False,False,False,5,blue,bipedtail
794,516,simipour,water,,False,False,False,False,False,5,blue,bipedtail
795,517,munna,psychic,,False,False,False,False,False,5,pink,quadruped
796,518,musharna,psychic,,False,False,False,False,False,5,pink,biped
797,519,pidove,normal,flying,False,False,False,False,False,5,gray,twowings
798,520,tranquill,normal,flying,False,False,False,False,False,5,gray,twowings
799,521,unfezant,normal,flying,False,False,False,False,False,5,gray,twowings
800,521,unfezant_female,normal,flying,False,False,False,False,False,5,gray,twowings
801,522,blitzle,electric,,False,False,False,False,False,5,black,quadruped
802,523,zebstrika,electric,,False,False,False,False,False,5,black,quadruped
803,524,roggenrola,rock,,False,False,False,False,False,5,blue,headleg
804,525,boldore,rock,,False,False,False,False,False,5,blue,tentacles
805,526,gigalith,rock,,False,False,False,False,False,5,blue,tentacles
806,527,woobat,psychic,flying,False,False,False,False,False,5,blue,twowings
807,528,swoobat,psychic,flying,False,False,False,False,False,5,blue,twowings
808,529,drilbur,ground,,False,False,False,False,False,5,gray,bipedtail
809,530,excadrill,ground,steel,False,False,False,False,False,5,gray,biped
810,531,audino,normal,,False,False,False,False,False,5,pink,bipedtail
811,531,audino_mega,normal,fairy,True,False,False,False,False,6,white,bipedtail
812,532,timburr,fighting,,False,False,False,False,False,5,gray,biped
813,533,gurdurr,fighting,,False,False,False,False,False,5,gray,biped
814,534,conkeldurr,fighting,,False,False,False,False,False,5,brown,biped
815,535,tympole,water,,False,False,False,False,False,5,blue,fin
816,536,palpitoad,water,ground,False,False,False,False,False,5,blue,bipedtail
817,537,seismitoad,water,ground,False,False,False,False,False,5,blue,biped
818,538,throh,fighting,,False,False,False,False,False,5,red,biped
819,539,sawk,fighting,,False,False,False,False,False,5,blue,biped
820,540,sewaddle,bug,grass,False,False,False,False,False,5,yellow,insectoid
821,541,swadloon,bug,grass,False,False,False,False,False,5,green,headarm
822,542,leavanny,bug,grass,False,False,False,False,False,5,yellow,biped
823,543,venipede,bug,poison,False,False,False,False,False,5,red,insectoid
824,544,whirlipede,bug,poison,False,False,False,False,False,5,gray,head
